Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
Classe;10.375.382/0001-91;2026-01-01;1;2026-02-12;HEDGE FLORIPA SHOPPING FII;2009-09-21;INVESTIDORES EM GERAL;BRFLRPCTF006;7562817;N;N;;Shoppings;Definida;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;10.427.246/0001-06;2026-01-01;2;2026-02-26;PRIME P FII;2009-02-03;INVESTIDOR QUALIFICADO;BRPMEPCTF001;11340540;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;10.456.799/0001-89;2026-01-01;1;2026-02-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS;2008-10-24;INVESTIDOR QUALIFICADO;0;85070;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TÍTULOS E VALORES;22610500000188;RUA GILBERTO SABINO;215;CONJ 41 SALA 2;PINHEIROS;SÃO PAULO;SP;05425020;(11) 30307111;;;www.vortx.com.br;relacionamento@vortx.com.br
Classe;10.522.648/0001-81;2026-01-01;1;2026-02-13;DOVEL FII;2021-03-19;INVESTIDOR QUALIFICADO;BRDOVLCTF006;66406.0074;N;N;;Escritórios;Ativa;Determinado;2045-03-19;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;10.869.155/0001-12;2026-01-01;2;2026-02-26;PDPSC FII;2009-06-16;INVESTIDORES EM GERAL;BRPQDPCTF004;19443078;N;N;;Shoppings;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;10.991.914/0001-15;2026-01-01;1;2026-02-11;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CEDAE;2009-07-13;INVESTIDORES EM GERAL;BRCXCECTF004;1712950;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;CAIXA ECONOMICA FEDERAL;00360305000104;Avenida Paulista;750;9º Andar;Cerqueira Cesar;São Paulo;SP;01310-300;(11) 3572-4400;(11) 3572-4600;;www.caixa.gov.br;geafi06@caixa.gov.br
Classe;11.044.355/0001-07;2026-01-01;1;2026-02-10;STARX FII RESPONSABILIDADE LIMITADA;2021-08-02;INVESTIDORES EM GERAL;BRSTRXCTF006;1613559;N;N;;Shoppings;Definida;Indeterminado;;31/12;S;N;N;S;N;INTER DTVM LTDA.;18945670000146;AV BARBACENA;1219;21º ANDAR;SANTO AGOSTINHO;Belo Horizonte;MG;30190131;(31) 3614-5332;;;http://www.bancointer.com.br/inter-dtvm;ri.fii@interdtvm.com.br
Classe;11.160.521/0001-22;2026-01-01;1;2026-02-13;PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII;2009-12-22;INVESTIDORES EM GERAL;BRHGCRCTF000;15418106;N;N;;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 ANDAR;Botafogo;Rio de Janeiro;RJ;222050-906;(11) 3524-8888;;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
Classe;11.179.118/0001-45;2026-01-01;1;2026-02-13;ANHANGUERA FII;2009-12-16;INVESTIDORES EM GERAL;BRFAEDCTF003;692377;S;N;;Outros;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;11.233.841/0001-65;2026-01-01;1;2026-02-13;REAL MINAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2009-12-01;INVESTIDOR QUALIFICADO;BRRLMICTF007;1529229.79730436;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;11.260.134/0001-68;2026-01-01;1;2026-02-13;PÁTRIA PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2010-10-07;INVESTIDORES EM GERAL;BRHGPOCTF009;1753057;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 ANDAR;Botafogo;Rio de Janeiro;RJ;222050-906;(11) 3524-8888;;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
Classe;11.268.335/0001-01;2026-01-01;1;2026-02-10;JPP FII;2012-01-02;INVESTIDOR PROFISSIONAL;BRJPPDCTF009;220.4949061;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;S;N;N;S;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vila Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br
Classe;11.274.415/0001-70;2026-01-01;2;2026-02-20;MAX RETAIL FII;2010-04-20;INVESTIDORES EM GERAL;BRMAXRCTF009;1125655;N;N;;Multicategoria;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;11.281.322/0001-72;2026-01-01;1;2026-02-12;PRESIDENTE VARGAS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2011-01-03;INVESTIDORES EM GERAL;BRPRSVCTF008;259201;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;11.326.746/0001-06;2026-01-01;1;2026-02-12;TAG GR IV FUNDO DE INVESTIMENTO IMOB;2012-09-19;INVESTIDOR QUALIFICADO;BRGRIVCTF008;17450;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;11.602.654/0001-01;2026-01-01;1;2026-02-13;CAMPUS FARIA LIM FII;2010-06-08;INVESTIDORES EM GERAL;BRFCFLCTF009;3474010;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;11.664.201/0001-00;2026-01-01;1;2026-02-13;FATOR VERITA FII;2023-12-28;INVESTIDORES EM GERAL;BRVRTACTF008;15592424;N;N;;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO FATOR S.A.;33644196000106;R. DR. RENATO PAES DE BARROS;1017;12º andar;ITAIM BIBI;SÃO PAULO;SP;04530-001;55-(11)30499100;;;www.fator.com.br;fundosimobiliarios@fator.com.br
Classe;11.728.688/0001-47;2026-01-01;1;2026-02-13;PÁTRIA LOG - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2010-05-03;INVESTIDORES EM GERAL;BRHGLGCTF004;42404675;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 ANDAR;Botafogo;Rio de Janeiro;RJ;222050-906;(11) 3524-8888;;;https://www.bancogenial.com/;structured-funds@genial.com.vc
Classe;11.769.604/0001-13;2026-01-01;2;2026-02-18;GENERAL SHOPPING E OUTLETS DO BRASIL FII;2010-05-19;INVESTIDORES EM GERAL;BRGSFICTF009;96106666;N;N;;Shoppings;Definida;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3.732;11º e 12º andar;Itaim Bibi;São Paulo;SP;04538-132;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;11.827.568/0001-05;2026-01-01;1;2026-02-09;INCENTIVO FUNDO DE INVESTIMENTO IMOBILIÁRIO-FII;2010-06-23;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRINC1CTF005;37122134.4905246;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;RJI CTVM LTDA;42066258000130;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANERIO;RJ;20040-002;21-3500-4514;21-3500-4514;;www.rjicv.com.br;controladoria.fundos@rjicv.com.br
Classe;11.839.593/0001-09;2026-01-01;2;2026-02-24;BTGP LOGISTICA FII;2010-08-06;INVESTIDORES EM GERAL;BRBTLGCTF000;53310352;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;11.945.604/0001-27;2026-01-01;1;2026-02-13;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FII - FII;2010-09-27;INVESTIDOR QUALIFICADO;BRRBDSCTF006;126523;N;N;;Residencial;Ativa;Indeterminado;;30/06;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;12.005.956/0001-65;2026-01-01;1;2026-02-12;KINEA RENDA IMOBILIARIA FII RESPONSABILIDADE LIMITADA;2010-08-11;INVESTIDORES EM GERAL;BRKNRICTF007;28204047;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;12.323.955/0001-69;2026-01-01;1;2026-02-13;SABIÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO;2010-07-30;INVESTIDOR QUALIFICADO;;5418740.00045904;N;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;27652684000162;PRAIA DE BOTAFOGO;228;9º ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;22250-906;(21) 3923-3000;0800 605 8888;;www.genial.com.vc;middleadm@genial.com.vc
Classe;12.401.858/0001-47;2026-01-01;1;2026-02-13;ATRIUM FII;2012-08-15;INVESTIDOR QUALIFICADO;BRATRNCTF005;2626000;N;N;;Multicategoria;Definida;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;12.516.185/0001-70;2026-01-01;1;2026-02-13;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;INVESTIDORES EM GERAL;BRVINOCTF001;82826295;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;12.681.340/0001-04;2026-01-01;1;2026-02-10;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-06-13;INVESTIDOR PROFISSIONAL;BRBBRCCTF004;1590000;N;N;;Outros;Definida;Indeterminado;;31/12;S;S;N;S;S;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vila Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br
Classe;12.804.013/0001-00;2026-01-01;1;2026-02-13;FII SC 401 - RESPONSABILIDADE LIMITADA;2010-10-25;INVESTIDORES EM GERAL;BRFISCCTF008;1699996;N;S;;Escritórios;Ativa;Indeterminado;;31/12;S;N;N;S;N;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;RUA SURUBIM;577;CONJ. 101;CIDADE MONÇÕES;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
Classe;12.809.972/0001-00;2026-01-01;1;2026-02-12;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB;2011-03-23;INVESTIDORES EM GERAL;BRATSACTF000;1751141;N;N;;Shoppings;Definida;Indeterminado;;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;12.811.222/0001-73;2026-01-01;1;2026-03-04;FII OAR;2011-04-25;INVESTIDOR PROFISSIONAL;0;130657.83129235;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;informeslegais@reag.com.br
Classe;12.887.506/0001-43;2026-01-01;2;2026-02-13;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA SEQ LOGISTICA RENDA;2011-12-07;INVESTIDORES EM GERAL;BRCXTLCTF003;53597;N;N;;Logística;Definida;Indeterminado;;31/12;S;N;N;S;N;CAIXA ECONÔMICA FEDERAL;00360305000104;AVENIDA PAULISTA;750;9º andar;BELA VISTA;SÃO PAULO;SP;01310-300;(11) 3572-4266;;;www.caixa.gov.br;geafi06@caixa.gov.br
Classe;12.969.125/0001-03;2026-01-01;1;2026-02-10;FII CAIXA INCORPORAÇÃO;2012-05-31;INVESTIDOR PROFISSIONAL;BRINCPCTF008;467;N;N;;Residencial;Ativa;Determinado;2028-12-30;31/12;N;S;N;N;S;CAIXA ECONOMICA FEDERAL;00360305000104;AVENIDA PAULISTA;750;9º Andar;Jardim Paulista;São Paulo;SP;01310-908;(11) 3572-4400;;;www.caixa.gov.br;geafi06@caixa.gov.br
Classe;12.978.943/0001-72;2026-01-01;1;2026-02-12;PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2011-03-31;INVESTIDORES EM GERAL;BRPQAGCTF009;13991890;N;N;;Logística;Ativa;Indeterminado;;30/06;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;12.989.974/0001-29;2026-01-01;2;2026-02-11;CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA;2011-05-27;INVESTIDOR QUALIFICADO;BRPMRVCTF001;4735662339.00747;N;N;;Multicategoria;Ativa;Determinado;2064-11-25;31/12;N;N;S;N;N;CAIXA ECONÔMICA FEDERAL;00360305000104;AVENIDA PAULISTA;750;9º ANDAR;BELA VISTA;SÃO PAULO;SP;01310-908;11 3572.4400;;;www.caixa.gov.br;geafi06@caixa.gov.br
Classe;13.000.836/0001-38;2026-01-01;1;2026-02-12;OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-03-01;INVESTIDOR QUALIFICADO;BRBRTYCTF000;24.07829606;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;N;S;N;N;S;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;informacoesregulatorias@planner.com.br
Classe;13.020.465/0001-56;2026-01-01;1;2026-02-10;FII CAIXA DESENVOLVIMENTO IMOBILIARIO;2013-05-01;INVESTIDOR QUALIFICADO;BRCXDSCTF002;297.7;S;N;;Multicategoria;Ativa;Determinado;2026-06-30;31/12;N;S;N;N;S;CAIXA ECONOMICA FEDERAL;00360305000104;AVENIDA PAULISTA;750;9º Andar;Jardim Paulista;São Paulo;SP;01310-908;(11) 3572-4400;;;www.caixa.gov.br;geafi06@caixa.gov.br
Classe;13.022.994/0001-99;2026-01-01;1;2026-02-13;FII ELDORADO FII  RESPONSABILIDADE LIMITADA;2010-11-18;INVESTIDORES EM GERAL;BRELDOCTF002;787256;N;S;;Shoppings;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;13.125.823/0001-95;2026-01-01;1;2026-02-05;PSG FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-11-26;INVESTIDOR QUALIFICADO;;1426.29489;N;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;13.320.290/0001-00;2026-01-01;1;2026-02-13;FII TERRA RL;2011-12-20;INVESTIDOR QUALIFICADO;BRTRRFCTF005;155970;N;N;;Multicategoria;Ativa;Indeterminado;;02/12;S;S;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;13.371.132/0001-71;2026-01-01;1;2026-02-13;JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2011-06-06;INVESTIDORES EM GERAL;BRJSRECTF007;20767328;N;N;;Multicategoria;Ativa;Indeterminado;;31/01;S;N;N;S;N;BANCO J SAFRA S.A;03017677000120;AVENIDA PAULISTA;2150;;BELA VISTA;SÃO PAULO;SP;01311-300;0300 105 1234;0800 772 5755;;https://www.safra.com.br/sobre/safra-asset/js-real-estate.htm;SAFRA.ASSET@SAFRA.COM.BR
Classe;13.500.306/0001-59;2026-01-01;1;2026-02-06;FUNDO DE INVESTIMENTO IMOBILIÁRIO RB OPORTUNIDADES - FII;2011-04-08;INVESTIDORES EM GERAL;BRRBOPCTF009;101664;N;N;;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;13.509.993/0001-73;2026-01-01;1;2026-02-12;POLO MULTISETORIAL CI DE FI IMOBILIARIO - RL;2011-11-14;INVESTIDOR PROFISSIONAL;BRPLO4CTF008;106.95516384;S;N;;Multicategoria;Ativa;Determinado;2038-03-20;31/12;N;N;S;N;N;SANTANDER CACEIS BRASIL DTVM S.A.;62318407000119;Rua Amador Bueno;474;;Santo Amaro;São Paulo;SP;04752-005;(11) 5538-5489;;;www.s3dtvm.com.br;SC_fundosimobiliarios@s3caceis.com.br
Classe;13.551.286/0001-45;2026-01-01;2;2026-02-20;CENESP FII;2011-07-19;INVESTIDORES EM GERAL;BRCNESCTF001;34134825;N;N;;Escritórios;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;13.555.918/0001-49;2026-01-01;1;2026-02-09;AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2011-03-11;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRAQLLCTF008;145817.99700065;N;N;;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;RJI CTVM LTDA;42066258000130;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANERIO;RJ;20040-002;21-3500-4514;21-3500-4514;;www.rjicv.com.br;controladoria.fundos@rjicv.com.br
Classe;13.584.584/0001-31;2026-01-01;1;2026-02-19;BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FII;2011-12-12;INVESTIDOR QUALIFICADO;BRCARECTF000;36006138.3997;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;MASTER SA CCTVM;33886862000112;PRAIA DE BOTAFOGO;228;1702;BOTAFOGO;RIO DE JANEIRO;RJ;22250906;2145020100;;;www.mastercctvm.com.br;contabilidade.fundos@mastercctvm.com.br
Classe;13.598.226/0001-88;2026-01-01;2;2026-03-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO DO ESTADO DE SÃO PAULO;2019-04-18;INVESTIDOR QUALIFICADO;BRFISPCTF000;847864.1401;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA REBOUÇAS;2942;7º AO 12º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;05402-500;(11) 2827-3500;;;https://qitech.com.br/dtvm/;fii.adm@qitech.com.br
Classe;13.703.596/0001-38;2026-01-01;1;2026-02-12;TREVISO FUNDO DE INVESTIMENTO IMOBILIÁRI;2019-04-08;INVESTIDOR QUALIFICADO;BRTREVCTF000;1064.3855;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;13.726.079/0001-84;2026-01-01;1;2026-02-13;SONDA FDO INVEST IMOB RESP LTDA;2011-09-14;INVESTIDOR QUALIFICADO;BRFNDACTF004;301209.9213;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;13.842.683/0001-76;2026-01-01;1;2026-02-12;VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOB;2012-11-14;INVESTIDOR QUALIFICADO;BRVLJSCTF004;26068.6439189;N;N;;Escritórios;Definida;Determinado;2021-07-14;31/12;S;S;N;S;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;informacoesregulatorias@planner.com.br
Classe;13.920.018/0001-53;2026-01-01;1;2026-02-18;FII CICA JUNDIAI;2013-07-01;INVESTIDOR QUALIFICADO;0;40501.13111132;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;informeslegais@reag.com.br
Classe;13.920.018/0001-53;2026-02-01;1;2026-03-05;FII PLANNER 2478 - CICA JUNDIAI FII;2013-07-01;INVESTIDOR QUALIFICADO;0;40501.13111128;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Jardim Paulistano;São Paulo;SP;04538-132;(11) 3504-6800;;;www.planner.com.br;informacoesregulatorias@planner.com.br
Classe;13.974.819/0001-00;2026-01-01;1;2026-02-13;FII OURINVEST LOGISTICA - RESPONSABILIDADE LIMITADA;2013-01-23;INVESTIDORES EM GERAL;BROULGCTF001;2481283.99;N;N;;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;OURIBANK S.A. BANCO MULTIPLO;78632767000120;AV PAULISTA;1728;SLJ 1 2 3 4 5 7 ANDAR;BELA VISTA;SAO PAULO;SP;01.310-919;4081-4402;4081-4576;4081-4444;ouribank.com;admfundos@ouribank.com
Classe;14.056.001/0001-62;2026-01-01;1;2026-02-13;PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-08-19;INVESTIDOR QUALIFICADO;BRPRSNCTF005;3231246.99824986;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
